#node	identifier	domain_summary_url	annotation	other_names_and_aliases
3872842	5141.EFNCRP00000000159	https://smart.embl.de/smart/DDvec.cgi?smart=358:COIL(9|42)+WD40(59|98)+WD40(101|140)+WD40(148|186)+WD40(189|229)+WD40(232|271)+WD40(274|315)+WD40(318|357)+	Probable guanine nucleotide-binding protein beta subunit	3872842	AF491286	EAA27468.2	EFNCRG00000000159	EFNCRG00000000159	EFNCRG00000000159	EFNCRP00000000159	EFNCRP00000000159	EFNCRP00000000159	EFNCRT00000000159	EFNCRT00000000159	EFNCRT00000000159	G-protein beta subunit	G-protein beta subunit	GE21DRAFT_4768	GE21DRAFT_4768	Q7RXR9	Q7RXR9	Q8NJW7	Q8NJW7	Q8NJW7	Q8NJW7_NEUCS	Q8NJW7_NEUCS	UPI000006C90E	XM_951611	XM_951611	XP_956704	XP_956704	XP_956704	gnb-1	gnb-1	gnb-1	guanine nucleotide binding protein beta-1	ncr:NCU00440
3878383	5141.EFNCRP00000006089	https://smart.embl.de/smart/DDvec.cgi?smart=133:PROF(1|133)+	Profilin; Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations	3878383	A0A0B0E1I4	A0A0B0E1I4_NEUCS	EAA32999.1	EFNCRG00000006087	EFNCRG00000006087	EFNCRG00000006087	EFNCRP00000006089	EFNCRP00000006089	EFNCRP00000006089	EFNCRT00000006097	EFNCRT00000006097	EFNCRT00000006097	GE21DRAFT_5851	Profilin	Profilin	Profilin	Profilin	Q7S9F0	UPI000018A0D8	XM_957142	XM_957142	XP_011394188	XP_962235	XP_962235	ncr:NCU06397
3873514	5141.EFNCRP00000006212	https://smart.embl.de/smart/DDvec.cgi?smart=196:RHO(8|181)+	Rho-type GTPase; Cell division control protein 42; Belongs to the small GTPase superfamily. Rho family	3873514	ACD01427.1	B2ZAG5	B2ZAG5_NEUCS	Cell division control protein 42	Cell division control protein 42	Cell division control protein 42	EAA28109.2	EFNCRG00000006209	EFNCRG00000006209	EFNCRG00000006209	EFNCRP00000006212	EFNCRP00000006212	EFNCRP00000006212	EFNCRT00000006220	EFNCRT00000006220	EFNCRT00000006220	GE21DRAFT_4080	NCU06454	Q7RV73	Rho-type GTPase	UPI00015C3D11	XM_952252	XM_952252	XP_011393920	XP_957345	XP_957345	cdc42	cdc42	cell division cycle 42-like	ncr:NCU06454
3873271	5141.EFNCRP00000006216	https://smart.embl.de/smart/DDvec.cgi?smart=353:G_alpha(13|352)+	Guanine nucleotide-binding protein alpha-1 subunit	3873271	A0A0B0DZH3	A0A0B0DZH3_NEUCS	AAA02560.1	EAA27897.1	EFNCRG00000006213	EFNCRG00000006213	EFNCRG00000006213	EFNCRP00000006216	EFNCRP00000006216	EFNCRP00000006216	EFNCRT00000006224	EFNCRT00000006224	EFNCRT00000006224	GE21DRAFT_4122	NCRA-XX3-01:NCRA-XX3-01-001352-MON	Q05425	U56090	UPI000012B1D8	Uncharacterized protein	XM_952040	XM_952040	XP_957133	XP_957133	XP_957133	gna-1	guanine nucleotide-binding protein alpha-1	ncr:NCU06493
3875052	5141.EFNCRP00000006439	https://smart.embl.de/smart/DDvec.cgi?smart=454:Tubulin(50|247)+Tubulin_C(249|399)+COIL(419|449)+	Tubulin alpha chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	3875052	A0A0B0DQM4	A0A0B0DQM4_NEUCS	CAA55940.1	EAA29668.2	EFNCRG00000006435	EFNCRG00000006435	EFNCRG00000006435	EFNCRP00000006439	EFNCRP00000006439	EFNCRP00000006439	EFNCRT00000006447	EFNCRT00000006447	EFNCRT00000006447	GE21DRAFT_1436	P38668	Tubulin alpha chain	Tubulin alpha-A chain	Tubulin alpha-A chain	Tubulin alpha-A chain	UPI0000E8AC5E	XM_953811	XM_953811	XP_958904	XP_958904	XP_958904	ncr:NCU09132	tba-1	tubulin alpha-1
3876804	5141.EFNCRP00000006662	https://smart.embl.de/smart/DDvec.cgi?smart=325:G_alpha(14|325)+	Guanine nucleotide-binding protein alpha-2 subunit	3876804	A0A0B0DQH8	A0A0B0DQH8_NEUCS	AAA02559.1	AF004846	EAA31421.2	EFNCRG00000006659	EFNCRG00000006659	EFNCRG00000006659	EFNCRP00000006662	EFNCRP00000006662	EFNCRP00000006662	EFNCRT00000006671	EFNCRT00000006671	EFNCRT00000006671	GE21DRAFT_7973	Q05424	UPI00015C3CC5	Uncharacterized protein	XM_955564	XM_955564	XP_011394709	XP_960657	XP_960657	gna-2	guanine nucleotide-binding protein alpha-2	ncr:NCU06729
3874196	5141.EFNCRP00000006739	https://smart.embl.de/smart/DDvec.cgi?smart=521:Pfam_NOP5NT(6|72)+NOSIC(176|228)+COIL(459|499)+	Protein SIK1	3874196	A0A0B0E8M9	A0A0B0E8M9_NEUCS	EAA28813.2	EFNCRG00000006736	EFNCRG00000006736	EFNCRG00000006736	EFNCRP00000006739	EFNCRP00000006739	EFNCRP00000006739	EFNCRT00000006748	EFNCRT00000006748	EFNCRT00000006748	GE21DRAFT_9859	Protein SIK1	Protein SIK1	Protein SIK1	Q7S0H3	UPI00015C3B1C	Uncharacterized protein	XM_952956	XM_952956	XP_958049	XP_958049	XP_958049	ncr:NCU06943
3872138	5141.EFNCRP00000007602	https://smart.embl.de/smart/DDvec.cgi?smart=1817:Drf_GBD(269|480)+Drf_FH3(501|713)+COIL(719|806)+FH2(1154|1694)+	Cytokinesis protein sepA	3872138	A0A0B0DIV5	A0A0B0DIV5_NEUCS	Cytokinesis protein sepA	Cytokinesis protein sepA	Cytokinesis protein sepA	EAA26755.1	EFNCRG00000007600	EFNCRG00000007600	EFNCRG00000007600	EFNCRP00000007602	EFNCRP00000007602	EFNCRP00000007602	EFNCRT00000007612	EFNCRT00000007612	EFNCRT00000007612	GE21DRAFT_8074	Q7RWH7	UPI000018B2F9	Uncharacterized protein	XM_950898	XM_950898	XP_955991	XP_955991	XP_955991	bni1	bni1-like	ncr:NCU01431
3879459	5141.EFNCRP00000008480	https://smart.embl.de/smart/DDvec.cgi?smart=1001:AIP3(496|964)+	Uncharacterized protein	3879459	A0A0B0DQG8	A0A0B0DQG8_NEUCS	EAA34074.2	EFNCRG00000008480	EFNCRG00000008480	EFNCRG00000008480	EFNCRP00000008480	EFNCRP00000008480	EFNCRP00000008480	EFNCRT00000008494	EFNCRT00000008494	EFNCRT00000008494	GE21DRAFT_3559	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q7RVZ1	UPI00015C3D92	Uncharacterized protein	XM_958217	XM_958217	XP_963310	XP_963310	XP_963310	bud6	bud6-like	ncr:NCU08468
3878190	5141.EFNCRP00000008753	https://smart.embl.de/smart/DDvec.cgi?smart=751:Pfam_Actin(8|273)+COIL(349|375)+	Uncharacterized protein; Belongs to the actin family	3878190	A0A0B0DK42	A0A0B0DK42_NEUCS	EAA32815.1	EFNCRG00000008757	EFNCRG00000008757	EFNCRG00000008757	EFNCRP00000008753	EFNCRP00000008753	EFNCRP00000008753	EFNCRT00000008771	EFNCRT00000008771	EFNCRT00000008771	GE21DRAFT_6548	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q7S8X5	UPI000018A18D	Uncharacterized protein	XM_956958	XM_956958	XP_962051	XP_962051	XP_962051	ncr:NCU08840
3879371	5141.EFNCRP00000009282	https://smart.embl.de/smart/DDvec.cgi?smart=449:Tubulin(49|246)+Tubulin_C(248|393)+COIL(414|443)+	Tubulin alpha chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	3879371	A0A0B0DT81	A0A0B0DT81_NEUCS	CAA55941.1	EAA33987.1	EFNCRG00000009281	EFNCRG00000009281	EFNCRG00000009281	EFNCRP00000009282	EFNCRP00000009282	EFNCRP00000009282	EFNCRT00000009300	EFNCRT00000009300	EFNCRT00000009300	GE21DRAFT_3738	NCRA-XX3-01:NCRA-XX3-01-000673-MON	P38669	Tubulin alpha chain	Tubulin alpha-B chain	Tubulin alpha-B chain	Tubulin alpha-B chain	UPI0000189D2E	XM_958130	XM_958130	XP_963223	XP_963223	XP_963223	ncr:NCU09468	tba-2	tubulin alpha-2
3876791	5141.EFNCRP00000009405	https://smart.embl.de/smart/DDvec.cgi?smart=511:SRP54_N(2|87)+AAA(100|274)+Pfam_SRP_SPB(325|427)+	Signal recognition particle 54 kDa protein; Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein); Belongs to the GTP-binding SRP family. SRP54 subfamily	3.6.5.4	3876791	64C2.010	64C2.010	EAA31407.1	EC 3.6.5.4	EFNCRG00000009404	EFNCRG00000009404	EFNCRG00000009404	EFNCRP00000009405	EFNCRP00000009405	EFNCRP00000009405	EFNCRT00000009423	EFNCRT00000009423	EFNCRT00000009423	GE21DRAFT_6990	GE21DRAFT_6990	Q872L2	Q872L2	Q872L2	Q872L2_NEUCS	Q872L2_NEUCS	Signal recognition particle 54 kDa protein	Signal recognition particle 54 kDa protein	UPI000000D107	XM_955550	XM_955550	XP_960643	XP_960643	XP_960643	ncr:NCU09696
3872909	5141.EFNCRP00000009707	https://smart.embl.de/smart/DDvec.cgi?smart=195:RHO(9|182)+	Rho-type GTPase; GTP-binding protein RHO-1 protein	3872909	ACD01425.1	B2ZAG3	B2ZAG3_NEUCS	EAA27525.2	EFNCRG00000009706	EFNCRG00000009706	EFNCRG00000009706	EFNCRP00000009707	EFNCRP00000009707	EFNCRP00000009707	EFNCRT00000009725	EFNCRT00000009725	EFNCRT00000009725	GE21DRAFT_3503	GTP-binding protein RHO-1 protein	GTP-binding protein RHO-1 protein	GTP-binding protein RHO-1 protein	NCU01484	Q7RXU8	Rho-type GTPase	UPI00015C3E82	XM_951668	XM_951668	XP_956761	XP_956761	XP_956761	ncr:NCU01484	rho-1	rho-1	rho-type GTPase-1
