#node	identifier	domain_summary_url	annotation	other_names_and_aliases
UM00774.1	5270.UM00774P0	https://smart.embl.de/smart/DDvec.cgi?smart=193:RHO(6|179)+	Chromosome 1, whole genome shotgun sequence; Belongs to the small GTPase superfamily. Rho family	23561981	A0A0D1EDW6	A0A0D1EDW6_USTMA	AAM74083.1	AF495535	Chromosome 1, whole genome shotgun sequence	EAK81146.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PGI9_USTMA	UM00774	UM00774	UM00774	UM00774	UM00774.1	UM00774.1	UM00774P0	UM00774P0	UM00774P0	UM00774T0	UM00774T0	UM00774T0	UMAG_00774	UPI00003C12BD	XM_751828	XM_751828.1	XP_011386548	XP_011386548.1	XP_756921	XP_756921.1	uma:UMAG_00774
UM00843.1	5270.UM00843P0	https://smart.embl.de/smart/DDvec.cgi?smart=851:Pfam_FCH(39|151)+COIL(167|200)+C1(431|480)+SH3(544|602)+SH3(631|689)+	Uncharacterized protein	23567153	A0A0D1E5G8	A0A0D1E5G8_USTMA	EAK81917.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PGC0_USTMA	UM00843	UM00843	UM00843	UM00843	UM00843.1	UM00843.1	UM00843P0	UM00843P0	UM00843P0	UM00843T0	UM00843T0	UM00843T0	UMAG_11246	UPI00003C1302	Uncharacterized protein	XM_751897	XM_751897.1	XP_011387372	XP_011387372.1	XP_756990	XP_756990.1	uma:UMAG_11246
UM00884.1	5270.UM00884P0	https://smart.embl.de/smart/DDvec.cgi?smart=1406:Pfam_Kelch_3(41|100)+COIL(1239|1275)+	Uncharacterized protein	23562058	A0A0D1E5N7	A0A0D1E5N7_USTMA	EAK81666.1	Hypothetical protein	Q4PG79_USTMA	UM00884	UM00884	UM00884	UM00884	UM00884.1	UM00884.1	UM00884P0	UM00884P0	UM00884P0	UM00884T0	UM00884T0	UM00884T0	UMAG_00884	UPI00003C132A	Uncharacterized protein	XM_751938	XM_751938.1	XP_011386902	XP_011386902.1	XP_757031	XP_757031.1	hypothetical protein	hypothetical protein	uma:UMAG_00884
UM00949.1	5270.UM00949P0	https://smart.embl.de/smart/DDvec.cgi?smart=790:COIL(50|82)+RasGAP(156|508)+Pfam_RasGAP_C(576|713)+	Putative RAS GTPase-activating protein sar1	23562104	A0A0D1CXG2	A0A0D1CXG2_USTMA	EAK81710.1	Putative RAS GTPase-activating protein sar1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PG14_USTMA	UM00949	UM00949	UM00949	UM00949	UM00949.1	UM00949.1	UM00949P0	UM00949P0	UM00949P0	UM00949T0	UM00949T0	UM00949T0	UMAG_00949	UPI00003C136A	XM_752003	XM_752003.1	XP_011386948	XP_011386948.1	XP_757096	XP_757096.1	uma:UMAG_00949
UM00997.1	5270.UM00997P0	https://smart.embl.de/smart/DDvec.cgi?smart=601:Pfam_IF-2B(294|583)+	Uncharacterized protein; Belongs to the eIF-2B alpha/beta/delta subunits family	23562137	A0A0D1E690	A0A0D1E690_USTMA	EAK82007.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PFW6_USTMA	UM00997	UM00997	UM00997	UM00997	UM00997.1	UM00997.1	UM00997P0	UM00997P0	UM00997P0	UM00997T0	UM00997T0	UM00997T0	UMAG_00997	UPI00003C1399	Uncharacterized protein	XM_752051	XM_752051.1	XP_011386981	XP_011386981.1	XP_757144	XP_757144.1	uma:UMAG_00997
UM01012.1	5270.UM01012P0	https://smart.embl.de/smart/DDvec.cgi?smart=1684:SH3(205|262)+RA(783|878)+	Uncharacterized protein	23562148	A0A0D1E6A7	A0A0D1E6A7_USTMA	EAK82022.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PFV1_USTMA	UM01012	UM01012	UM01012	UM01012	UM01012.1	UM01012.1	UM01012P0	UM01012P0	UM01012P0	UM01012T0	UM01012T0	UM01012T0	UMAG_01012	UPI00003C13A8	Uncharacterized protein	XM_752066	XM_752066.1	XP_011386992	XP_011386992.1	XP_757159	XP_757159.1	uma:UMAG_01012
UM01032.1	5270.UM01032P0	https://smart.embl.de/smart/DDvec.cgi?smart=1688:RhoGEF(876|1067)+PH(1105|1245)+Pfam_CNH(1296|1599)+	Uncharacterized protein	23562163	A0A0D1CDF8	A0A0D1CDF8_USTMA	EAK81774.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PFT1_USTMA	UM01032	UM01032	UM01032	UM01032	UM01032.1	UM01032.1	UM01032P0	UM01032P0	UM01032P0	UM01032T0	UM01032T0	UM01032T0	UMAG_01032	UPI00003C13BC	Uncharacterized protein	XM_752086	XM_752086.1	XP_011387007	XP_011387007.1	XP_757179	XP_757179.1	uma:UMAG_01032
UM01034.1	5270.UM01034P0	https://smart.embl.de/smart/DDvec.cgi?smart=416:ACTIN(4|412)+	Putative actin-related protein 3; Belongs to the actin family	23567170	A0A0D1E575	A0A0D1E575_USTMA	EAK81776.1	Putative actin-related protein 3	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PFS9_USTMA	UM01034	UM01034	UM01034	UM01034	UM01034.1	UM01034.1	UM01034P0	UM01034P0	UM01034P0	UM01034T0	UM01034T0	UM01034T0	UMAG_11265	UPI00003C13BE	XM_752088	XM_752088.1	XP_011387388	XP_011387388.1	XP_757181	XP_757181.1	uma:UMAG_11265
UM01141.1	5270.UM01141P0	https://smart.embl.de/smart/DDvec.cgi?smart=2195:Drf_GBD(533|878)+Drf_FH3(883|1108)+COIL(1130|1168)+COIL(1204|1295)+COIL(1338|1409)+FH2(1593|2087)+	Diaphanous related Formin	23562245	A0A0D1CXZ5	A0A0D1CXZ5_USTMA	Diaphanous related Formin	EAK81700.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PFH2_USTMA	UM01141	UM01141	UM01141	UM01141	UM01141.1	UM01141.1	UM01141P0	UM01141P0	UM01141P0	UM01141T0	UM01141T0	UM01141T0	UMAG_01141	UPI00003C1428	XM_752195	XM_752195.1	XP_011387089	XP_011387089.1	XP_757288	XP_757288.1	uma:UMAG_01141
UM01346.1	5270.UM01346P0	https://smart.embl.de/smart/DDvec.cgi?smart=159:Pfam_P21-Arc(1|158)+	Actin-related protein 2/3 complex subunit 3; Functions as component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks	23566302	A0A0D1E661	A0A0D1E661_USTMA	Actin-related protein 2/3 complex subunit 3	Arp2/3 complex 21 kDa subunit	EAK82209.1	Hypothetical protein	Q4PEW7_USTMA	UM01346	UM01346	UM01346	UM01346	UM01346.1	UM01346.1	UM01346P0	UM01346P0	UM01346P0	UM01346T0	UM01346T0	UM01346T0	UMAG_10246	UPI00003C14F1	XM_752400	XM_752400.1	XP_011387331	XP_011387331.1	XP_757493	XP_757493.1	hypothetical protein	hypothetical protein	uma:UMAG_10246
UM01453.1	5270.UM01453P0	https://smart.embl.de/smart/DDvec.cgi?smart=1208:AIP3(746|1142)+	Uncharacterized protein	23567514	A0A0D1CV21	A0A0D1CV21_USTMA	EAK82326.1	Hypothetical protein	Q4PEL0_USTMA	UM01453	UM01453	UM01453	UM01453	UM01453.1	UM01453.1	UM01453P0	UM01453P0	UM01453P0	UM01453T0	UM01453T0	UM01453T0	UMAG_11657	UPI00003C155A	Uncharacterized protein	XM_752507	XM_752507.1	XP_011388054	XP_011388054.1	XP_757600	XP_757600.1	hypothetical protein	hypothetical protein	uma:UMAG_11657
UM01600.1	5270.UM01600P0	https://smart.embl.de/smart/DDvec.cgi?smart=582:ACTIN(12|377)+	Putative centractin (Ro-4); Belongs to the actin family	23567545	A0A0D1E2R4	A0A0D1E2R4_USTMA	EAK82353.1	Putative centractin (Ro-4)	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PE63_USTMA	UM01600	UM01600	UM01600	UM01600	UM01600.1	UM01600.1	UM01600P0	UM01600P0	UM01600P0	UM01600T0	UM01600T0	UM01600T0	UMAG_11692	UPI00003C15EC	XM_752654	XM_752654.1	XP_011388085	XP_011388085.1	XP_757747	XP_757747.1	uma:UMAG_11692
UM01651.1	5270.UM01651P0	https://smart.embl.de/smart/DDvec.cgi?smart=213:RAB(11|174)+	Putative Rab family GTPase YPT31	23562582	A0A0D1E427	A0A0D1E427_USTMA	EAK82432.1	Putative Rab family GTPase YPT31	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PE12_USTMA	UM01651	UM01651	UM01651	UM01651	UM01651.1	UM01651.1	UM01651P0	UM01651P0	UM01651P0	UM01651T0	UM01651T0	UM01651T0	UMAG_01651	UPI00003C161E	XM_752705	XM_752705.1	XP_011387636	XP_011387636.1	XP_757798	XP_757798.1	uma:UMAG_01651
UM01834.1	5270.UM01834P0	https://smart.embl.de/smart/DDvec.cgi?smart=501:LIM(11|64)+LIM(417|480)+	Uncharacterized protein	23562725	A0A0D1E3H8	A0A0D1E3H8_USTMA	EAK82715.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PDH9_USTMA	UM01834	UM01834	UM01834	UM01834	UM01834.1	UM01834.1	UM01834P0	UM01834P0	UM01834P0	UM01834T0	UM01834T0	UM01834T0	UMAG_01834	UPI00003C16D5	Uncharacterized protein	XM_752888	XM_752888.1	XP_011387779	XP_011387779.1	XP_757981	XP_757981.1	uma:UMAG_01834
UM01845.1	5270.UM01845P0	https://smart.embl.de/smart/DDvec.cgi?smart=727:Pfam_Exo70(294|724)+	Uncharacterized protein	23562732	A0A0D1CBV0	A0A0D1CBV0_USTMA	EAK82726.1	Hypothetical protein	Q4PDG8_USTMA	UM01845	UM01845	UM01845	UM01845	UM01845.1	UM01845.1	UM01845P0	UM01845P0	UM01845P0	UM01845T0	UM01845T0	UM01845T0	UMAG_01845	UPI00003C16E0	Uncharacterized protein	XM_752899	XM_752899.1	XP_011387786	XP_011387786.1	XP_757992	XP_757992.1	hypothetical protein	hypothetical protein	uma:UMAG_01845
UM02047.1	5270.UM02047P0	https://smart.embl.de/smart/DDvec.cgi?smart=362:RAS(144|311)+	Putative GTP-binding protein	23567720	A0A0D1C7L9	A0A0D1C7L9_USTMA	EAK83099.1	Hypothetical protein	Putative GTP-binding protein	Q4PCW6_USTMA	UM02047	UM02047	UM02047	UM02047	UM02047.1	UM02047.1	UM02047P0	UM02047P0	UM02047P0	UM02047T0	UM02047T0	UM02047T0	UMAG_11909	UPI00003C17A9	XM_753101	XM_753101.1	XP_011388889	XP_011388889.1	XP_758194	XP_758194.1	hypothetical protein	hypothetical protein	uma:UMAG_11909
UM02104.1	5270.UM02104P0	https://smart.embl.de/smart/DDvec.cgi?smart=737:DEP(21|120)+DEP(210|303)+RGS(413|648)+	Putative G-protein signaling regulator	23562928	A0A0D1CST6	A0A0D1CST6_USTMA	EAK83159.1	Putative G-protein signaling regulator	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PCQ9_USTMA	UM02104	UM02104	UM02104	UM02104	UM02104.1	UM02104.1	UM02104P0	UM02104P0	UM02104P0	UM02104T0	UM02104T0	UM02104T0	UMAG_02104	UPI00003C17E2	XM_753158	XM_753158.1	XP_011388469	XP_011388469.1	XP_758251	XP_758251.1	uma:UMAG_02104
UM02358.1	5270.UM02358P0	https://smart.embl.de/smart/DDvec.cgi?smart=927:Pfam_FCH(28|102)+COIL(125|169)+Pfam_muHD(657|926)+	Uncharacterized protein	23563124	A0A0D1E1L9	A0A0D1E1L9_USTMA	EAK83396.1	Hypothetical protein	Q4PC05_USTMA	UM02358	UM02358	UM02358	UM02358	UM02358.1	UM02358.1	UM02358P0	UM02358P0	UM02358P0	UM02358T0	UM02358T0	UM02358T0	UMAG_02358	UPI00003C18E0	Uncharacterized protein	XM_753412	XM_753412.1	XP_011388665	XP_011388665.1	XP_758505	XP_758505.1	hypothetical protein	hypothetical protein	uma:UMAG_02358
UM02418.1	5270.UM02418P0	https://smart.embl.de/smart/DDvec.cgi?smart=1324:RhoGEF(352|587)+PH(619|799)+FYVE(934|1006)+	Cytokinesis protein Don1	23566217	A0A0D1E146	A0A0D1E146_USTMA	AAM73878.1	AF463450	Cytokinesis protein Don1	EAK83456.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PBU5_USTMA	UM02418	UM02418	UM02418	UM02418	UM02418.1	UM02418.1	UM02418P0	UM02418P0	UM02418P0	UM02418T0	UM02418T0	UM02418T0	UMAG_10152	UPI00003C1917	XM_753472	XM_753472.1	XP_011388833	XP_011388833.1	XP_758565	XP_758565.1	uma:UMAG_10152
UM02422.1	5270.UM02422P0	https://smart.embl.de/smart/DDvec.cgi?smart=1102:Pfam_CDC24(157|246)+RhoGEF(277|453)+PH(479|622)+PB1(1017|1102)+	Uncharacterized protein	23563171	A0A0D1CTU4	A0A0D1CTU4_USTMA	EAK83460.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PBU1_USTMA	UM02422	UM02422	UM02422	UM02422	UM02422.1	UM02422.1	UM02422P0	UM02422P0	UM02422P0	UM02422T0	UM02422T0	UM02422T0	UMAG_02422	UPI00003C191B	Uncharacterized protein	XM_753476	XM_753476.1	XP_011388713	XP_011388713.1	XP_758569	XP_758569.1	uma:UMAG_02422
UM02450.1	5270.UM02450P0	https://smart.embl.de/smart/DDvec.cgi?smart=162:eIF-5a(89|156)+	Eukaryotic translation initiation factor 5A	23563192	A0A0D1CTY0	A0A0D1CTY0_USTMA	EAK83488.1	Eukaryotic translation initiation factor 5A	Hypothetical protein	Q4PBR3_USTMA	UM02450	UM02450	UM02450	UM02450	UM02450.1	UM02450.1	UM02450P0	UM02450P0	UM02450P0	UM02450T0	UM02450T0	UM02450T0	UMAG_02450	UPI00003C1937	XM_753504	XM_753504.1	XP_011388734	XP_011388734.1	XP_758597	XP_758597.1	hypothetical protein	hypothetical protein	uma:UMAG_02450
UM02494.1	5270.UM02494P0	https://smart.embl.de/smart/DDvec.cgi?smart=214:RHO(10|182)+	GTP binding protein Rho2; Belongs to the small GTPase superfamily. Rho family	23563228	A0A0D1C9B9	A0A0D1C9B9_USTMA	AAM74081.1	AF495533	EAK83532.1	GTP binding protein Rho2	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PBL9_USTMA	UM02494	UM02494	UM02494	UM02494	UM02494.1	UM02494.1	UM02494P0	UM02494P0	UM02494P0	UM02494T0	UM02494T0	UM02494T0	UMAG_02494	UPI00003C1963	XM_753548	XM_753548.1	XP_011388771	XP_011388771.1	XP_758641	XP_758641.1	uma:UMAG_02494
UM02832.1	5270.UM02832P0	https://smart.embl.de/smart/DDvec.cgi?smart=1559:SH3(47|103)+RasGEFN(1233|1366)+RasGEF(1396|1559)+	Chromosome 7, whole genome shotgun sequence	23567355	A0A0D1C589	A0A0D1C589_USTMA	AACP01000097	Chromosome 7, whole genome shotgun sequence	EAK83990.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PAN1_USTMA	UM02832	UM02832	UM02832	UM02832	UM02832.1	UM02832.1	UM02832P0	UM02832P0	UM02832P0	UM02832T0	UM02832T0	UM02832T0	UMAG_11476	UPI00003C1AB1	XM_753886	XM_753886.1	XP_011389534	XP_011389534.1	XP_758979	XP_758979.1	uma:UMAG_11476
UM02907.1	5270.UM02907P0	https://smart.embl.de/smart/DDvec.cgi?smart=1027:DYNc(236|480)+COIL(924|953)+	Chromosome 7, whole genome shotgun sequence; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family	23567378	A0A0D1C5I7	A0A0D1C5I7_USTMA	Chromosome 7, whole genome shotgun sequence	EAK83956.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4PAF6_USTMA	UM02907	UM02907	UM02907	UM02907	UM02907.1	UM02907.1	UM02907P0	UM02907P0	UM02907P0	UM02907T0	UM02907T0	UM02907T0	UMAG_11501	UPI00003C1AFC	XM_753961	XM_753961.1	XP_011389557	XP_011389557.1	XP_759054	XP_759054.1	uma:UMAG_11501
UM03204.1	5270.UM03204P0	https://smart.embl.de/smart/DDvec.cgi?smart=2005:MYSc(1|774)+TRANS(930|952)+TRANS(965|987)+Cyt-b5(996|1067)+Cyt-b5(1118|1219)+Pfam_Glyco_tranf_2_3(1409|1596)+Pfam_DEK_C(1949|2002)+	Chitin synthase 8; Plays a major role in cell wall biogenesis. Involved in mating tube and dikaryotic hyphae formation. Required for the formation of invading hyphae during plant infection. Essential for pathogenicity; In the C-terminal section; belongs to the chitin synthase family. Class V subfamily	2.4.1.16	23563730	23563730	A0A0D1E236	A0A0D1E236	CHS8	CHS8	CHS8_USTMA	CHS8_USTMA	CHS8_USTMA	Chitin synthase 8	Chitin synthase 8	Chitin synthase 8	Chitin synthase 8	Chitin synthase 8	Chitin-UDP acetyl-glucosaminyl transferase 8	Chitin-UDP acetyl-glucosaminyl transferase 8	EAK84434.1	EC 2.4.1.16	MCS1	MCS1	Myosin chitin synthase 1	Myosin chitin synthase 1	Q4P9K9	Q4P9K9	UM03204	UM03204	UM03204	UM03204	UM03204.1	UM03204.1	UM03204P0	UM03204P0	UM03204P0	UM03204T0	UM03204T0	UM03204T0	UMAG_03204	UMAG_03204	UPI00003C1C23	XM_754258	XM_754258.1	XP_011389642	XP_011389642.1	XP_011389642.1	XP_759351	XP_759351.1	uma:UMAG_03204
UM03217.1	5270.UM03217P0	https://smart.embl.de/smart/DDvec.cgi?smart=321:SIGNAL(1|21)+	Hypothetical protein	EAK84322.1	Hypothetical protein	Q4P9J6_USTMA	UM03217	UM03217	UM03217	UM03217	UM03217.1	UM03217.1	UM03217P0	UM03217P0	UM03217P0	UM03217T0	UM03217T0	UM03217T0	UPI00003C1C30	XM_754271	XM_754271.1	XP_759364	XP_759364.1	hypothetical protein	hypothetical protein
UM03273.1	5270.UM03273P0	https://smart.embl.de/smart/DDvec.cgi?smart=767:Pfam_Kelch_4(465|512)+Pfam_Kelch_5(510|548)+Pfam_Kelch_5(560|598)+Pfam_Kelch_6(616|660)+Pfam_Kelch_4(664|713)+Pfam_Kelch_5(712|749)+	Chromosome 8, whole genome shotgun sequence	23563774	A0A0D1E276	A0A0D1E276_USTMA	Chromosome 8, whole genome shotgun sequence	EAK84260.1	Hypothetical protein	Q4P9E0_USTMA	UM03273	UM03273	UM03273	UM03273	UM03273.1	UM03273.1	UM03273P0	UM03273P0	UM03273P0	UM03273T0	UM03273T0	UM03273T0	UMAG_03273	UPI00003C1C67	XM_754327	XM_754327.1	XP_011389686	XP_011389686.1	XP_759420	XP_759420.1	hypothetical protein	hypothetical protein	uma:UMAG_03273
UM03286.1	5270.UM03286P0	https://smart.embl.de/smart/DDvec.cgi?smart=1830:Pfam_Myosin_N(57|96)+MYSc(102|845)+Pfam_Myosin_tail_1(909|1498)+COIL(1533|1656)+COIL(1696|1784)+	Chromosome 8, whole genome shotgun sequence; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family	23563785	A0A0D1DWW8	A0A0D1DWW8_USTMA	Chromosome 8, whole genome shotgun sequence	EAK84273.1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q4P9C7_USTMA	UM03286	UM03286	UM03286	UM03286	UM03286.1	UM03286.1	UM03286P0	UM03286P0	UM03286P0	UM03286T0	UM03286T0	UM03286T0	UMAG_03286	UPI00003C1C74	XM_754340	XM_754340.1	XP_011389697	XP_011389697.1	XP_759433	XP_759433.1	uma:UMAG_03286
UM03300.1	5270.UM03300P0	https://smart.embl.de/smart/DDvec.cgi?smart=162:Pfam_Profilin(1|90)+Pfam_Profilin(98|162)+	Profilin	EAK84287.1	Profilin	Profilin	Profilin	Q4P9B3_USTMA	UM03300	UM03300	UM03300	UM03300	UM03300.1	UM03300.1	UM03300P0	UM03300P0	UM03300P0	UM03300T0	UM03300T0	UM03300T0	UPI00003C1C81	XM_754354	XM_754354.1	XP_759447	XP_759447.1
